feature,importance
debt_to_total_liabilities_lag1,10.741925934718905
roa_ru_tax,5.502928523545061
absolute_liquidity,4.747779563021188
debt_to_total_liabilities,4.513405355518431
receivables_to_total_assets,3.814469593138328
total_assets_turnover,2.8139837916759416
net_profit_margin,2.6493882234876063
2110_revenue_lag1,2.4574366581448133
roa,2.296718038148107
total_assets_turnover_lag1,2.0923575547786686
receivables_turnover,2.0717787382061736
payables_turnover_lag1,2.004534623244782
receivables_to_total_assets_lag1,1.8745992200456179
owners_equity_lag1,1.8188661464987688
2110_revenue,1.387707639295923
net_assets_lag1,1.1996516161828417
days_inventory_outst,1.1069230983177731
days_sales_outst,1.1017885528390967
total_debt,1.0809298004808643
roe,1.0781361693310592
fa_turnover_ratio_lag1,1.0713079075671925
payables_turnover,1.0467685047768183
ebit,1.0341192561004697
gpm_on_sgna_lag1,1.029114661837516
ebit_lag1,1.013257311142117
ltd_to_total_capitalization_lag1,1.00016221191982
working_capital_to_total_assets,0.9886797680152943
equity_concentration,0.9883158913843194
total_debt_lag1,0.966958247984322
roa_ru_tax_lag1,0.9372395066800526
cogs_to_revenue_lag1,0.9160013079346041
days_inventory_outst_lag1,0.912835229195304
gross_margin_to_total_assets,0.8729693091714644
gpm_on_sgna,0.8687282197884779
net_debt_to equity,0.8621589957904051
absolute_liquidity_lag1,0.8506258677381883
inventory_turnover_lag1,0.8351441669774193
roa_lag1,0.8078234380333849
inventory_turnover,0.7864049509231679
current_liquidity,0.7789075385757852
total_debt_to_equity_lag1,0.7515329701215063
days_purch_outst,0.7358382824893572
own_working_capital_adequacy_lag1,0.730237293796599
debt_to_equity_lag1,0.7123823916863292
equity_maneuverability,0.7096406817509929
total_debt_to_ebit_lag1,0.7040292514679124
gross_margin_to_total_assets_lag1,0.6911124160172311
cogs_to_revenue,0.6844980191163368
quick_liquidity_lag1,0.67943448285862
working_capital,0.6782261565758855
own_working_capital_adequacy,0.6594746779013954
working_capital_to_total_assets_lag1,0.6565951751269168
debt_to_equity,0.6465684572068623
current_liquidity_lag1,0.6361584856026399
working_capital_lag1,0.6346237696640822
asset_conversion_period,0.6070481605837146
equity_concentration_lag1,0.6061360460147756
receivables_turnover_lag1,0.6032186887780754
owners_equity,0.6021243003004869
net_debt_to equity_lag1,0.600813587591046
interest_coverage_lag1,0.5950474614217752
opm,0.5833304776714267
fa_turnover_ratio,0.5636883398225209
ebitm,0.5496313383959727
net_assets,0.5261903508874509
roe_lag1,0.5240716582783408
quick_liquidity,0.5233473957168174
equity_maneuverability_lag1,0.5088606141140439
total_debt_to_ebit,0.5055612309433463
opm_lag1,0.48153399341340414
total_debt_to_equity,0.4574555022173798
return_on_costs,0.4202389982069218
days_sales_outst_lag1,0.4159187452639518
return_on_costs_lag1,0.40939795760039527
gpm_on_cogs,0.3614654114651531
std_to_total_debt_lag1,0.3450316556539846
fa_conversion_period,0.34464751139692484
net_profit_margin_lag1,0.3211292313049225
fa_conversion_period_lag1,0.3203252398423885
gpm_on_cogs_lag1,0.3168950597668603
cae_to_revenue_lag1,0.3102880664025234
interest_coverage,0.3087476658568205
asset_conversion_period_lag1,0.299059473680117
ltd_to_total_capitalization,0.28593680684786854
days_purch_outst_lag1,0.2834445884543023
cae_to_revenue,0.27697596290186915
gpm,0.2764367099322675
std_to_total_debt,0.24888856172485158
ebitm_lag1,0.2300965115085456
gpm_lag1,0.15383305250001658
